"TIME","GEO","UNIT","ICCS","Value","Flag and Footnotes"
"2004-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises",":",""
"2005-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises",":",""
"2006-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises",":",""
"2007-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises",":",""
"2008-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises",":",""
"2009-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises",":",""
"2010-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises",":",""
"2011-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises",":",""
"2012-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises","1,383",""
"2003-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","1,088",""
"2004-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","1,275",""
"2005-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","1,146",""
"2006-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","1,367",""
"2007-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","1,590",""
"2008-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","1,346",""
"2009-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","1,612",""
"2010-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","1,610",""
"2011-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","2,160",""
"2012-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Burglary of private residential premises","1,987",""
"2003-01-01T00:00:00","Albania","Number","Burglary of private residential premises",":",""
"2004-01-01T00:00:00","Albania","Number","Burglary of private residential premises",":",""
"2005-01-01T00:00:00","Albania","Number","Burglary of private residential premises",":",""
"2006-01-01T00:00:00","Albania","Number","Burglary of private residential premises",":",""
"2007-01-01T00:00:00","Albania","Number","Burglary of private residential premises",":",""
"2008-01-01T00:00:00","Albania","Number","Burglary of private residential premises","30",""
"2009-01-01T00:00:00","Albania","Number","Burglary of private residential premises",":",""
"2010-01-01T00:00:00","Albania","Number","Burglary of private residential premises",":",""
"2011-01-01T00:00:00","Albania","Number","Burglary of private residential premises",":",""
"2012-01-01T00:00:00","Albania","Number","Burglary of private residential premises",":",""
"2003-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","6,890",""
"2004-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","7,611",""
"2005-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","7,738",""
"2006-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","6,224",""
"2007-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","6,184",""
"2008-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","6,353",""
"2009-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","6,121",""
"2010-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","6,849",""
"2011-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","6,925",""
"2012-01-01T00:00:00","Serbia","Number","Burglary of private residential premises","6,738",""
"2003-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","32,162",""
"2004-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","36,935",""
"2005-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","58,062",""
"2006-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","90,150",""
"2007-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","73,727",""
"2008-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","69,792",""
"2009-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","80,973",""
"2010-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","90,103",""
"2011-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","96,385",""
"2012-01-01T00:00:00","Turkey","Number","Burglary of private residential premises","113,772",""
"2003-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2004-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2005-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2006-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2007-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2008-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2009-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2010-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2011-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2012-01-01T00:00:00","Bosnia and Herzegovina","Number","Burglary of private residential premises",":",""
"2003-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises",":",""
"2004-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises",":",""
"2005-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises",":",""
"2006-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises",":",""
"2007-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises",":",""
"2008-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises","3,959",""
"2009-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises","3,581",""
"2010-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises","4,485",""
"2011-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises","5,658",""
"2012-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Burglary of private residential premises","6,872",""
