"TIME","GEO","UNIT","ICCS","Value","Flag and Footnotes"
"2009-01-01T00:00:00","Turkey","Number","Intentional homicide","2,690",""
"2010-01-01T00:00:00","Turkey","Number","Intentional homicide","2,343",""
"2011-01-01T00:00:00","Turkey","Number","Intentional homicide","2,354",""
"2012-01-01T00:00:00","Turkey","Number","Intentional homicide","2,486",""
"2003-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2004-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2005-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2006-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2007-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2008-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide","68",""
"2009-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide","67",""
"2010-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2011-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide","49",""
"2012-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide","60",""
"2003-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2004-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2005-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2006-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2007-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2008-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","77",""
"2009-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","56",""
"2010-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","64",""
"2011-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","50",""
"2012-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","47",""
